item_id,item_type,group_id,status,note,context
C085@S15.002,claim,C085,located,,"The distribution-free guarantee FAR ≤ α holds on test 2 (0% through α = 0.10) and is essentially satisfied on test 3 (0.9% at α = 0.01, 4.4% at α = 0.05, so it holds through α = 0.05, while slightly e"
C085@S15.003,claim,C085,located,,"It is violated on test 1 for a principled reason that Table 3 already foretold: that run’s onset fires only ∼12 h before failure, so its “pre-onset” region spans almost the whole record and already co"
C086@S01.037,claim,C086,located,,The metric itself is failure-mode-agnostic: it applies wherever a run-to-failure trajectory and a stationary normal region exist.
C086@S15.004,claim,C086,located,,"We report this run rather than discarding it, because it delimits exactly when the conformal guarantee is and is not usable in prognostics: it requires a genuinely stationary normal region, which an a"
C086@S15.006,claim,C086,located,,"Bearing2_3, calibrated through α = 0.05) honor the bound, while those with only one or two pre-onset windows, an artifact of the short XJTU lifetimes, cannot satisfy a finite-sample guarantee and are "
C086@S15.007,claim,C086,located,,The conformal machinery thus doubles as a per-asset usability test: it reports whether enough stationary normal data exists to control the false-alarm rate at all.
C086@S15.009,claim,C086,located,,The same per-asset usability test on FEMTO (Figure 4c) and the ONGC turbine (Figure 4d) confirms the pattern and its limits.
C086@S15.011,claim,C086,located,,"The two bearings with the most stationary normal region (Bearing2_2 at 0.08, Bearing1_2 at 0.10) come closest, while the abrupt Bearing1_1 (0.56) violates it badly—exactly the diagnostic the conformal"
C086@S15.013,claim,C086,located,,"The conformal guarantee is therefore usable where a stationary normal region exists (ONGC, the longer IMS/XJTU bearings) and self-reports as invalid where it does not (short FEMTO/XJTU bearings, abrup"
C086@S47.009,claim,C086,located,,"The conformal calibration on this stream (Figure 4d) tracks the diagonal closely, consistent with a mostlystationary normal region."
C086@fig:conformal.cap02,claim,C086,located,,(a) IMS: test 1 violates it because its near-failure onset leaves no genuinely stationary normal region.
C086@fig:conformal.cap03,claim,C086,located,,(b) XJTU-SY: bearings with a substantial stationary pre-onset region honor the bound; those with only one or two pre-onset windows cannot support a finite-sample guarantee and are flagged uncalibrated
C086@fig:conformal.cap05,claim,C086,located,,"(d) ONGC turbine (n = 1 case study, Appendix D.2): the real historian stream tracks the diagonal closely, a modest 1.5-2× above target, consistent with a mostly-stationary normal region."
C087@S15.010,claim,C087,located,,"On FEMTO, no bearing honors the bound at α = 0.05 (empirical pre-onset FAR 0.08-0.56; pooled 0.27), because the short 1.4-7.8 h lifetimes leave a pre-onset region that is neither long nor stationary—t"
C087@fig:conformal.cap04,claim,C087,located,,"(c) FEMTO/PRONOSTIA: no bearing honors the bound at α = 0.05, because the short, non-stationary pre-onset regions of these 1.4-7.8 h bearings cannot support it."
C088@S15.012,claim,C088,located,,"On the real ONGC historian stream the single-asset calibration tracks the diagonal much more closely (empirical FAR 0.016, 0.030, 0.096 at α = 0.01, 0.02, 0.05), sitting a modest 1.5-2× above the targ"
C088@S47.009,claim,C088,located,,"The conformal calibration on this stream (Figure 4d) tracks the diagonal closely, consistent with a mostlystationary normal region."
C088@fig:conformal.cap05,claim,C088,located,,"(d) ONGC turbine (n = 1 case study, Appendix D.2): the real historian stream tracks the diagonal closely, a modest 1.5-2× above target, consistent with a mostly-stationary normal region."
C089@S28.001,claim,C089,located,,"Sweeping the alarm-threshold percentile traces a prognostics analog of the ROC curve (Figure 5a, Table 13): tightening the threshold lowers both pre-onset FAR and lead time together, letting an operat"
C089@S28.002,claim,C089,located,,"On the achievable frontier (highest lead at the lowest FAR each detector attains) Hotelling T 2 and Isolation Forest dominate the upper-left, while the naive RMS-trend baseline collapses to near-zero "
C089@S28.004,claim,C089,located,,This converts the single gated number into a usable operating-point selector.
C089@S36.003,claim,C089,located,,"The conformal results add a usable, distribution-free false-alarm guarantee wherever the normal region is genuinely stationary, and the trade-off curve turns the gated metric into an operating-point s"
C089@fig:tradeoffs.cap01,claim,C089,located,,"Lead-time vs pre-onset-FAR trade-off (threshold percentile swept, mean across runs); up-and-to-the-left is better."
C090@S28.003,claim,C090,located,,"At a strict 99.5th-percentile threshold, for instance, 3σ retains 56.3 h of lead at 8.9% pre-onset FAR, whereas RMS-trend has collapsed to 1.3 h."
C090@S28.009,claim,C090,located,,"The 3σ chart, by contrast, reaches a valid point (56.3 h of lead at 8.9% FAR at the 99.5th percentile) and is therefore the recommended chart under a 10% budget, a ranking the raw-lead column of Table"
C090@S28.015,claim,C090,located,,At τ = 0.10 the 3σ chart remains the best valid chart (56.3 h).
C090@S30.014,claim,C090,located,,"The detector PH ranks only fourth, 3σ (77.0 h raw), is the one that actually clears the budget (56.3 h of lead at 8.9% pre-onset FAR) and is the correct recommendation; Deep SVDD, ranked last of the s"
C091@S28.008,claim,C091,located,,"Deep SVDD occupies the opposite corner: it stays comfortably within budget (≤ 0.6% FAR) but only by firing late, buying that low false-alarm rate with a short ≤ 14.8 h lead."
C091@S28.016,claim,C091,located,,But at a strict τ = 0.05 no control chart qualifies at all—only Deep SVDD (14.8 h) and the RMS-trend floor (34.7 h) stay within a 5% budget—so an operator with a very low nuisancealarm tolerance shoul
C091@S28.017,claim,C091,located,,The 3σ recommendation therefore holds for τ ≥ 0.10 on IMS and inverts toward the low-FAR detectors below it.
C091@S28.028,claim,C091,located,,"The strict τ = 0.05 column of Table 12 corre- sponds to the opposite regime, inspections that are themselves disruptive (e.g. requiring a shutdown) so ρ is small, exactly where the low-FAR Deep SVDD p"
C091@S30.014,claim,C091,located,,"The detector PH ranks only fourth, 3σ (77.0 h raw), is the one that actually clears the budget (56.3 h of lead at 8.9% pre-onset FAR) and is the correct recommendation; Deep SVDD, ranked last of the s"
C091@S36.006,claim,C091,located,,"Deep SVDD consistently stays within budget at ≤ 0.6% pre-onset FAR across the swept threshold levels on IMS (Table 13), achieving 14.8 h of advance warning with near-zero false alarms."
C092@S28.014,claim,C092,located,,"At τ = 0.20 the 3σ chart gives the longest valid lead (77.0 h), now joined by CUSUM, Hotelling T 2, and Isolation Forest as their pre-onset FAR falls within the looser budget."
C092@S28.016,claim,C092,located,,But at a strict τ = 0.05 no control chart qualifies at all—only Deep SVDD (14.8 h) and the RMS-trend floor (34.7 h) stay within a 5% budget—so an operator with a very low nuisancealarm tolerance shoul
C092@S28.017,claim,C092,located,,The 3σ recommendation therefore holds for τ ≥ 0.10 on IMS and inverts toward the low-FAR detectors below it.
C092@S28.028,claim,C092,located,,"The strict τ = 0.05 column of Table 12 corre- sponds to the opposite regime, inspections that are themselves disruptive (e.g. requiring a shutdown) so ρ is small, exactly where the low-FAR Deep SVDD p"
C092@S30.014,claim,C092,located,,"The detector PH ranks only fourth, 3σ (77.0 h raw), is the one that actually clears the budget (56.3 h of lead at 8.9% pre-onset FAR) and is the correct recommendation; Deep SVDD, ranked last of the s"
C092@tab:farbudget.cap03,claim,C092,located,,The 3σ recommendation th holds at τ = 0.10 and 0.20 but not at a strict τ = 0.05.
C093@S27.017,claim,C093,located,,"The cross-dataset headline above is computed on raw lead time, the quantity a coarsening operation acts on directly and the one that carries no dependence on the budget τ ."
C093@S28.018,claim,C093,located,,"Crucially, the cross-dataset headline is untouched by this choice: it is computed on raw (ungated) leadtime differences (Section 4.9) and does not depend on τ at all."
C093@tab:farbudget.cap04,claim,C093,located,,The conclusion is computed on raw lead and is unaffected by τ .
C094@S28.020,claim,C094,located,,A cost-ratio argument.
C094@S28.024,claim,C094,located,,"An operator should tolerate false alarms up to the budget at which their cumulative cost equals the warning’s value, kτ cI ≈ cF , i.e. τ∗ ≈ cF ρ =, k cI k ρ ≡ cF /cI ."
C094@S28.025,claim,C094,located,,"(6) For rolling-element bearings an unplanned failure typically costs ρ = 102-104 times a routine inspection, and the preonset window count is of order k ∼ 103 on the runs studied here, so Eq."
C094@S28.026,claim,C094,located,,"(6) places the break-even budget at τ ∗ ∼ 0.1-1 (τ ∗ saturates at 1 for ρ ≥ 103 and falls to 0.10 at ρ = 102, k = 103)."
C094@S28.028,claim,C094,located,,"The strict τ = 0.05 column of Table 12 corre- sponds to the opposite regime, inspections that are themselves disruptive (e.g. requiring a shutdown) so ρ is small, exactly where the low-FAR Deep SVDD p"
C094@S28.029,claim,C094,located,,"We stress this is an order-of-magnitude anchor, not a site-specific optimisation: the true optimum requires an operator’s actual cI and cF , which we do not have, and Eq."
C095@tab:farbudget.cap02,claim,C095,located,,"The gate here is applied to the le pre-onset FAR averaged across the three runs, so a detector w can hold a valid operating point on an individual run and still th show 0.0 in this table: LSTM-AE is e"
C095@tab:tradeoff.cap04,claim,C095,located,,"LSTM-AE’s 99.5th-percentile entry is daggered on the across-run mean (62.0%) although it is within budget on 3rd_test alone, the case the caption of Table 12 describes."
C096@S29.002,claim,C096,located,,"The pattern is consistent and somewhat against expectation: time-domain amplitude features (rms_only or time_only) give each detector its highest or tied-highest validity, and admitting spectral, enve"
C096@S29.003,claim,C096,located,,"For the memory-based control charts it sharpens: rms_only is the unique group at which 3σ and EWMA reach full validity (1.00 at 0% pre-onset FAR), and spectral/envelope/all collapse all four SPC chart"
C096@S29.005,claim,C096,located,,"Either way the practical recommendation is detector-general on IMS: under a false-alarm budget, restrict every detector to time-domain amplitude features; frequency-domain features must be admitted wi"
C096@S29.006,claim,C096,located,,"Raw lead time inverts this ranking without overturning it: on Isolation Forest the envelope group yields the longest mean lead (99.4 h) and rms_only the shortest (32.0 h), but the long-lead groups acc"
C096@S29.007,claim,C096,located,,"Repeating the ablation at every coarsening factor leaves rms_only uniquely best at native and 2× resolution (f ≤ 2), matching the informational argument that bin-averaging preserves the amplitude stat"
C096@S36.004,claim,C096,located,,"The ablations caution that more features are not better under a false-alarm budget: time-domain amplitude and impulsiveness statistics carry the usable signal on IMS, and spectral features must be adm"
C096@tab:ablation_general.cap02,claim,C096,located,,"Time-domain amplitude features are best le for every detector; for the SPC charts rms_only is uniquely ra (3σ, EWMA) or jointly best, and spectral/envelope/all col- va lapse them to 0.33. ab an"
C097@S29.003,claim,C097,located,,"For the memory-based control charts it sharpens: rms_only is the unique group at which 3σ and EWMA reach full validity (1.00 at 0% pre-onset FAR), and spectral/envelope/all collapse all four SPC chart"
C097@S29.004,claim,C097,located,,"Deep SVDD is the instructive exception, and it fails for the opposite reason: its pre-onset FAR stays near 0% under every feature set (it rarely false-alarms), yet spectral features still cut its vali"
C098@S29.006,claim,C098,located,,"Raw lead time inverts this ranking without overturning it: on Isolation Forest the envelope group yields the longest mean lead (99.4 h) and rms_only the shortest (32.0 h), but the long-lead groups acc"
C099@S29.007,claim,C099,located,,"Repeating the ablation at every coarsening factor leaves rms_only uniquely best at native and 2× resolution (f ≤ 2), matching the informational argument that bin-averaging preserves the amplitude stat"
C100@S30.004,claim,C100,located,,It is exactly our lead time L before the validity gate (Eq. 5) is applied; that one missing conjunct is decisive.
C101@S30.007,claim,C101,located,,"On the three IMS runs this constant-on detector earns the full run length as prognostic horizon (164- 1073 h) while flooding the pre-onset region (FARpre ≈ 1), so the gated metric scores it invalid on"
C102@S30.012,claim,C102,located,,The two rankings are nearly inverted at the top.
C102@S30.014,claim,C102,located,,"The detector PH ranks only fourth, 3σ (77.0 h raw), is the one that actually clears the budget (56.3 h of lead at 8.9% pre-onset FAR) and is the correct recommendation; Deep SVDD, ranked last of the s"
C102@tab:phrank.cap02,claim,C102,located,,"The rankings invert at the top: the detectors PH ranks best have no valid operating point, while 3σ—PH’s fourth—is the deployable winner. ∗RMS-trend is valid only at the loosest threshold and on one o"
C103@S31.003,claim,C103,located,,"At T = 0.20 the shortest bearing (Bearing3_1) forms only 20 training windows, fewer than the 30 a sequence requires, so LSTM-AE, TCN-AE and Transformer-AD are recorded there as explicit N/A rather tha"
C103@S31.004,claim,C103,located,,"Those are the only three N/A cells in the sweep; the remaining 297 of the 300 (detector, bearing, T ) cells are genuine evaluations."
C103@fig:mintrain.cap03,claim,C103,located,,"The three N/A cells at T = 0.20, all on Bearing3_1, which forms only 20 training windows, are counted as no valid alarm."
C104@S31.007,claim,C104,located,,"The four SPC charts that define the baseline in Figure 6 (3σ, EWMA, CUSUM, Hotelling T 2) are already at or near their best at the smallest training fraction we tested—3σ at 1.00, EWMA and Hotelling T"
C104@S31.010,claim,C104,located,,"This is a consequence of the design rather than a reverse data-hunger effect: the test fraction is 1 - T - 0.10, so the window in which a valid alarm can still fire shrinks as T grows, and on bearings"
C104@fig:mintrain.cap02,claim,C104,located,,"SPC charts (blue) sit at the top throughout, peaking at the smallest training fraction and declining slightly thereafter as the test window shrinks; the deep reconstruction models (red) and Deep SVDD "
C105@S31.011,claim,C105,located,,"The three deep reconstruction models sit far below the charts at every training fraction (LSTM-AE and Transformer-AD 0.000-0.333, TCN-AE 0.000-0.167) and do not close the gap as T grows: more commissi"
C106@S14.007,claim,C106,located,,"Deep SVDD produced no valid alarm on any FEMTO bearing at any training fraction below T = 0.60, and a valid alarm on exactly one of the six bearings at T = 0.60 (Section 6.12); it is omitted from the "
C106@S31.012,claim,C106,located,,"Deep SVDD produces no valid alarm at any training fraction below T = 0.60 and 0.167 at T = 0.60—one bearing, at the largest training fraction and therefore the shortest test window."
C106@S31.013,claim,C106,located,,"The failure mode is the same as on IMS test 1: Deep SVDD fires very late in the run, because its threshold requires substantial encoder-distance growth from the trained center before alarming, so on s"
C106@S31.014,claim,C106,located,,"This is a bearing-lifetime constraint, not a training-data constraint: the model is not data-starved in the usual sense but structurally unable to alarm early enough on runs this short."
C107@S31.019,claim,C107,located,,"The closest publicly available single-bearing example is the KAIST bearing with a ∼43-hour lifecycle (n = 1, insufficient for inference as noted in Section 8)."
C107@S37.031,claim,C107,located,,"Long-runway bearing datasets with multiple runs are rare in the public domain; the closest available single- bearing example is a KAIST bearing with a ∼43-hour lifecy- cle (n = 1, insufficient for inf"
C108@S31.020,claim,C108,located,,"Research groups with access to multi-run, long-runway industrial historian archives (gas turbines, compressors, paper machines) can apply the released pipeline directly; loader templates for all publi"
C108@S37.032,claim,C108,located,,"Research groups with access to long-running industrial historian archives—gas tur- bines, compressors, paper machines—can directly apply our released pipeline to test this hypothesis; we provide loade"
C109@S18.005,claim,C109,located,,Pooling them as 3 × 5 = 15 “pairs” per detector (as an earlier version of this work did) inflates the effective sample size fivefold and yields overconfident p-values.
C109@S33.001,claim,C109,located,,"Four methodological corrections, applied together, change the conclusion of the sampling study."
C109@S33.006,claim,C109,located,,"With all four in place, the original claim that SCADA averaging destroys lead time is refuted on every dataset tested, and the previously-reported significant positive effect is corrected to a consist"
C109@S44.011,claim,C109,located,,An earlier version of this work claimed that in no run does aggregation shorten the lead time of the magnitudemonitoring detectors.
C110@S34.003,claim,C110,located,,"The IMS trend is reproduced by an ordinary moving-average or Kalman filter on the decimated stream (Appendix D.1), indicating a generic lowpass-smoothing mechanism rather than historian averaging spec"
C110@S35.007,claim,C110,located,,"Appendix D.1 tests this directly (Table 21), and the advantage rises monotonically as injected noise increases, from -0.35 h at the native noise level to +6.60 h at 10 dB, and is recovered by applying"
C110@S46.012,claim,C110,located,,"If the benefit is generic smoothing rather than the historian’s averaging specifically, then applying an ordinary smoother to the decimated stream should match bin-averaging."
C110@S46.013,claim,C110,located,,"We compare a median filter, a moving average, a constant-velocity Kalman filter, and a wavelet denoiser against raw aggregation and raw decimation (Table 22)."
C110@S46.014,claim,C110,located,,"The moving average and Kalman filter recover essentially the full aggregate lead time (76.0 and 75.7 h vs. aggregation’s 75.7 h), while the median and wavelet filters fall slightly short."
C110@S46.015,claim,C110,located,,"The effect is therefore generic smoothing of the health signal, not a property unique to historian bin-averaging—an operator who decimates and then lightly smooths recovers the same warning time."
C110@S46.016,claim,C110,located,,"The linear smoothers (moving average, Kalman) recover the advantage but the wavelet denoiser does not, dropping to 6/12 valid alarms—below even raw decimation—because its soft-thresholding of detail c"
C110@tab:denoise.cap02,claim,C110,located,,"A moving average or ro Kalman filter recovers the aggregate lead time, showing the RM benefit is generic smoothing. pa a"
C111@S35.001,claim,C111,located,,"Bin-averaging by a factor f is a length-f moving-average filter followed by downsampling: an anti-alias filter, then decimation."
C111@S35.003,claim,C111,located,,"The prognostic content of the health statistic evolves on the degradation timescale—hours—far below the post-coarsening Nyquist rate even at f = 20, while measurement noise in the same series is broad"
C111@S35.004,claim,C111,located,,"Decimation therefore folds out-of-band noise into the low-frequency band occupied by the degradation trend, raising the variance of the health statistic without changing its mean; aggregation attenuat"
C112@S35.010,claim,C112,located,,"The mean and the slope are linear functionals of the underlying series, so block-averaging them commutes with the summary up to the weighting induced by the 50% window overlap; the standard deviation,"
C113@S35.012,claim,C113,located,,We claim no conservation result.
C114@S31.008,claim,C114,located,,"Isolation Forest starts from the same 0.667 and ends there too, but non-monotonically, dipping to 0.167 at T = 0.30 before recovering."
C114@S35.007,claim,C114,located,,"Appendix D.1 tests this directly (Table 21), and the advantage rises monotonically as injected noise increases, from -0.35 h at the native noise level to +6.60 h at 10 dB, and is recovered by applying"
C114@S46.006,claim,C114,located,,"The mean advantage rises monotonically as noise increases (Table 21): from -0.35 h at the native noise level to +6.6 h at 10 dB, and at the two highest noise levels all three runs share the positive s"
C114@tab:noise.cap03,claim,C114,located,,The mean advantage grows monotonically as SNR falls—the signature of a lowpass mechanism—but at n = 3 this is a directional trend that cannot be significance-tested.
C115@S46.013,claim,C115,located,,"We compare a median filter, a moving average, a constant-velocity Kalman filter, and a wavelet denoiser against raw aggregation and raw decimation (Table 22)."
C115@S46.014,claim,C115,located,,"The moving average and Kalman filter recover essentially the full aggregate lead time (76.0 and 75.7 h vs. aggregation’s 75.7 h), while the median and wavelet filters fall slightly short."
C115@S46.016,claim,C115,located,,"The linear smoothers (moving average, Kalman) recover the advantage but the wavelet denoiser does not, dropping to 6/12 valid alarms—below even raw decimation—because its soft-thresholding of detail c"
C115@S46.018,claim,C115,located,,"The onealarm gap between raw decimation (8/12) and aggregation (7/12) at statistically indistinguishable lead times (76.0 vs. 75.7 h) is sampling noise at n = 12, not evidence that decimation is prefe"
C116@S34.007,claim,C116,located,,"The one real historian record in our study, an ONGC gas-turbine low-pressurecompressor bearing logged at a 10 s SCADA rate and ending in a genuine operator shutdown, has nine of its eleven detectors a"
C116@S47.004,claim,C116,located,,"On genuine 10 s industrial SCADA data ending in a real operator shutdown, every detector achieves a long warning: 3σ, EWMA, Hotelling T 2, and Isolation Forest each alarm roughly 35 h before the label"
C116@S47.005,claim,C116,located,,"More to the point of this paper, the aggregate-vs-decimate difference is at most about a minute for every detector (Table 23)."
C116@tab:ongc.cap02,claim,C116,located,,All differences are about a minute or less.
C117@S36.001,claim,C117,located,,For practitioners the message is reassuring and actionable.
C117@S36.002,claim,C117,located,,"Storing bin-averaged vibration at SCADA rates, the default behavior of most historians, does not inherently sacrifice bearing-fault warning time relative to keeping decimated raw samples, and may even"
C117@S47.008,claim,C117,located,,This is the cleanest possible illustration of the practical question—it uses no simulated coarsening—and it is consistent with “averaging is not the enemy.
C118@S37.017,claim,C118,located,,"The onset definition, although leakage-free and stable to its threshold multiplier across k ∈ {3, 4, 5} (Table 3), is not the ground-truth defect-initiation time, which is unobservable in these datase"
C118@S37.019,claim,C118,located,,"The per-bearing XJTU breakdown (Table 9) shows the same effect: bearings whose physics provides essentially no warning runway score zero valid alarms regardless of detector, which is correct behavior "
C119@S18.005,claim,C119,located,,Pooling them as 3 × 5 = 15 “pairs” per detector (as an earlier version of this work did) inflates the effective sample size fivefold and yields overconfident p-values.
C119@S37.025,claim,C119,located,,"Crucially, the five sampling factors applied within a run are pseudoreplicates of one degradation trajectory, not in- dependent observations: an earlier pooled 15-pair Wilcoxon test treated them as in"
C120@S37.029,claim,C120,located,,The minimum- dataset requirement follows directly from the test itself: the exact sign test we use cannot reach significance until at least six runs are sign-concordant (2( 1 2 )6 = 0.031).
C120@S37.030,claim,C120,located,,"The three IMS runs are thus at least a factor of two short of the sample size a significance claim would require—the quantitative content of the “long-runway, many-bearing campaign” the future work ca"
C121@S37.033,claim,C121,located,,Limited external benchmarking.
C121@S37.034,claim,C121,located,,We do not benchmark the gated lead-time metric against the RUL-estimation literature.
C121@S37.035,claim,C121,located,,"The comparison is not straightforward—RUL methods predict a remaining-life quantity and are scored by prediction error, whereas our metric scores when an alarm fires against a false-alarm budget—but t"
C122@S04.008,claim,C122,located,,"The classic normalized-RMS health-indicator with a first-prediction-time threshold—the workhorse baseline underlying most of that literature—is represented here by our rms_trend detector, evaluated un"
C122@S37.015,claim,C122,located,,We acknowledge both rather than claim to have eliminated them; closing them (e.g. an onset signal disjoint from the detector features) is future work.
C122@S37.030,claim,C122,located,,"The three IMS runs are thus at least a factor of two short of the sample size a significance claim would require—the quantitative content of the “long-runway, many-bearing campaign” the future work ca"
C122@S38.007,claim,C122,located,,"Future work will learn the degradation onset jointly with the detector so that the metric’s anchor is independent of a hand-set health indicator (closing the circularity noted in Section 8), and exten"
C123@S40.007,claim,C123,located,,The ONGC gas-turbine SCADA record is proprietary and covered by a non-disclosure agreement.
C123@S40.008,claim,C123,located,,"Withheld, and not redistributable: the raw vibration waveforms, the channel-level measurements from which the features are built, and all asset identifiers."
C123@S40.009,claim,C123,located,,"Released, so that the n = 1 case study can be repeated rather than merely inspected, are the derived files behind every ONGC number in this paper (all paths relative to results/tables/): the degradati"
C124@S40.002,claim,C124,located,,Every table and figure in this paper is generated directly from the result files released in the repository under results/tables/; no number is hand-edited. results/tables/MANIFEST.md maps each table 
C124@S40.003,claim,C124,located,,"Where a result exists in more than one arm (the pre-D-2 legacy feature schema, or the pre-N-20 rerun), the superseded arm has been moved to results/tables/superseded/ with a note on why, so a replicat"
C125@S42.005,claim,C125,located,,"Training is a one-off offline step; inference is negligible for every detector—at most ∼0.5 ms per window (LSTM-AE), more than four orders of magnitude below the fastest historian polling interval in "
C125@S42.006,claim,C125,located,,Streaming condition monitoring at native SCADA rates is therefore not compute-bound for any of the eleven evaluated
C126@S42.002,claim,C126,located,,"Table 18 gives the architectures and training protocol of the four deep models, transcribed from the same source, with trainable parameter counts measured at the 49-dimensional invariant feature width"
C126@tab:deeparch.cap01,claim,C126,located,,"Deep-model architectures and training protocol, transcribed from the released config.py and model definitions."
C126@tab:deeparch.cap02,claim,C126,located,,All four are trained with Adam at a fixed learning rate with no per-dataset tuning and no early stopping: every model runs its full epoch budget.
C127@S43.002,claim,C127,located,,"Each family is made channelcount-invariant by aggregating across the physical channels with the channel mean and the channel max, and each aggregated series is summarised over the rolling window (10 s"
C128@S44.001,claim,C128,located,,"A subtlety we correct here is the failure-label of the third test: an earlier label placed failure on 2004-04-08, leaving 21.5% of the recorded data after the nominal “failure”—impossible for a run-to"
C128@S44.002,claim,C128,located,,"We relabel it to the last recorded sample (2004-04-18 02:42), at which the mean-RMS health indicator has ramped from its flat baseline (∼0.068) to ∼0.228 before the final machine-off reading— within t"
C128@S44.008,claim,C128,located,,"Because a reader may reasonably ask whether the label was chosen for the result it produces, we re-ran the entire IMS sweep under the original 2004-04-08 label and report both arms side by side (Table"
C128@tab:d17label.cap01,claim,C128,located,,"IMS aggregate-decimate lead-time difference under the original (2004-04-08) and corrected (2004-04-18) third- test failure labels, all ten detectors."
C129@S44.003,claim,C129,located,,"The relabeling therefore moves the third test in the direction of harder, not easier, detection: a previously guaranteed 100% miss becomes an evaluable run, and because the aggregatevs-decimate contra"
C129@S44.007,claim,C129,located,,"The relabeling made our own claim harder to support, not easier."
C129@S44.013,claim,C129,located,,"It is false only under the corrected one, where the third test contributes -1.00 h, and we have withdrawn it accordingly."
C130@S00.009,claim,C130,located,,"The campaigns that supply this statistical power are short-lived bearings, on which an effect of the magnitude IMS shows could not have appeared, so the cross-dataset null bounds the effect at the sca"
C130@S27.021,claim,C130,located,,"Gating discards every run in which a detector never produces a valid alarm, so the mean effective sample size per detector falls from 3.0 to 1.3 on XJTU-SY, 4.8 to 2.8 on FEMTO, 5.0 to 3.6 on Ferrara,"
C130@S31.020,claim,C130,located,,"Research groups with access to multi-run, long-runway industrial historian archives (gas turbines, compressors, paper machines) can apply the released pipeline directly; loader templates for all publi"
C130@S33.002,claim,C130,located,,"First, a correct failure label for the third IMS test (which had left a fifth of the data after the nominal failure) turns a guaranteed miss into a valid detection."
C130@S37.007,claim,C130,located,,"The three campaigns that supply statistical power—XJTU-SY, FEMTO/PRONOSTIA and University of Ferrara—comprise bearings whose total lifetimes span roughly 0.7 to 8.9 h, so an aggregation effect of the "
C130@S37.009,claim,C130,located,,"Conversely, the only dataset whose runway is long enough to express such an effect has n = 3 and cannot reach significance at any margin."
C130@S37.032,claim,C130,located,,"Research groups with access to long-running industrial historian archives—gas tur- bines, compressors, paper machines—can directly apply our released pipeline to test this hypothesis; we provide loade"
C130@S37.036,claim,C130,located,,"Two extensions would sharpen these conclusions most directly: run-to-failure campaigns on long-life bearings of the kind typical in industrial service, where the multi-week runway could express an agg"
C130@S38.004,claim,C130,located,,"That null is bounded by the scale of the evidence: the three campaigns supplying the statistical power comprise bearings of 0.7-8.9 h total life, on which an aggregation effect of the magnitude seen o"
C130@S44.001,claim,C130,located,,"A subtlety we correct here is the failure-label of the third test: an earlier label placed failure on 2004-04-08, leaving 21.5% of the recorded data after the nominal “failure”—impossible for a run-to"
C130@S44.003,claim,C130,located,,"The relabeling therefore moves the third test in the direction of harder, not easier, detection: a previously guaranteed 100% miss becomes an evaluable run, and because the aggregatevs-decimate contra"
C130@S44.010,claim,C130,located,,"Under the original label the third test is a guaranteed miss, so its aggregate and decimate lead times are both zero and the run’s collapsed difference is exactly 0.00 h; Section 4.9’s zero-difference"
C130@S44.016,claim,C130,located,,"Under the original label the third test is a guaranteed miss for six of the ten detectors, not for all ten: 3σ, CUSUM, EWMA, Isolation Forest, Deep SVDD, and RMS-trend all score L = 0 in both modes."
C130@S44.020,claim,C130,located,,"It leaves neff = 3 for the four detectors that still warn on the third test, drops it to neff = 2 for 3σ, CUSUM, EWMA and Isolation Forest, and to neff = 1 for Deep SVDD and RMS-trend."
C130@S44.021,claim,C130,located,,"The exact two-sided sign test floors at p = 0.25, 0.50 and 1.00 at those three sample sizes respectively, so under the original label six of the ten detectors could not have reached α = 0.05 at any ef"
C130@S44.022,claim,C130,located,,"The four that retain neff = 3 floor at p = 0.25, which is itself already above α."
C130@tab:gatedcontrast.cap02,claim,C130,located,,“Med. ∆” is the median across detectors of each detector’s run-level median difference; n+/n-/0 counts detectors by the sign of that median; n¯eff is the mean effective sample size once zero-differenc
C130@tab:d17label.cap02,claim,C130,located,,"Run differences are (1st_test, 2nd_test, 3rd_test) in hours, collapsing the five within-run sampling factors to one mean difference per run (Section 4.9). n+/n-/0 counts positive, negative and exactly"
C130@tab:d17label.cap03,claim,C130,located,,“Floor” is the smallest two-sided exact sign-test p attainable at that neff.
C131@S44.024,claim,C131,located,,"No IMS detector therefore reaches significance under either label, and the best attainable p is 0.25 in both arms (Hotelling T 2)."
C131@S44.025,claim,C131,located,,"What the label does not change is the direction: no median flips sign between the two arms, with 3σ holding at +15.10 h and Hotelling T 2 at +1.17 h."
C131@tab:d17label.cap05,claim,C131,located,,"No median changes sign between labels, and no detector reaches α = 0.05 under either label."
C132@S44.004,claim,C132,located,,"We present this as an author relabeling based on the health-indicator trajectory, not an independently verified ground truth: we are not aware of a published benchmark that corrects this label, so we "
C133@S40.009,claim,C133,located,,"Released, so that the n = 1 case study can be repeated rather than merely inspected, are the derived files behind every ONGC number in this paper (all paths relative to results/tables/): the degradati"
C133@S47.001,claim,C133,located,,"The ONGC record is a real Solar-Turbine low-pressurecompressor (LPC) dataset: four vibration channels logged at a 10 s SCADA rate over ∼5 days (42,698 rows), ending in a genuine operator shutdown on 2"
C133@S47.002,claim,C133,located,,"This is authentic historian data with a real, documented event—the maintenance record confirms the shutdown followed a rolling-element bearing fault on the LPC—and the data-derived degradation onset ("
tab:datasets.c001,table-cell,tab:datasets,located,,IMS
tab:datasets.c002,table-cell,tab:datasets,located,,IMS
